amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
,secured,dac-2014-0678-03,dat-2014-0678-03-01,,2020-11-11,local-authority-eng:AMB,,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2014-0678-03-01
,secured,dac-2014-0678-04,dat-2014-0678-04-01,,2020-11-11,local-authority-eng:AMB,,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2014-0678-04-01
,secured,dac-2014-1157-06,dat-2014-1157-06-01,,2020-11-11,local-authority-eng:AMB,,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2014-1157-06-01
134497.92,secured,dac-2017-1363-01,dat-2017-1363-01-01,,2020-11-01,local-authority-eng:AMB,2020-01-13,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2017-1363-01-01
19242,secured,dac-2017-1363-02,dat-2017-1363-02-01,,2020-11-01,local-authority-eng:AMB,2020-01-13,17,/developer-agreement-transaction/local-authority-eng/AMB/dat-2017-1363-02-01
2.784E+4,secured,dac-2017-1363-03,dat-2017-1363-03-01,,2020-11-01,local-authority-eng:AMB,2020-01-13,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2017-1363-03-01
2E+4,secured,dac-2017-1363-04,dat-2017-1363-04-01,,2020-11-01,local-authority-eng:AMB,2020-01-13,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2017-1363-04-01
1E+2,secured,dac-2017-1363-05,dat-2017-1363-05-01,,2020-11-01,local-authority-eng:AMB,2020-01-13,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2017-1363-05-01
,secured,dac-2017-1363-06,dat-2017-1363-06-01,,2020-11-01,local-authority-eng:AMB,2020-01-13,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2017-1363-06-01
39068,secured,dac-2018-0178-01,dat-2018-0178-01-01,,2020-11-01,local-authority-eng:AMB,2020-02-07,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0178-01-01
115752.45,secured,dac-2018-0178-02,dat-2018-0178-02-01,,2020-11-01,local-authority-eng:AMB,2020-02-07,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0178-02-01
34647,secured,dac-2018-0178-03,dat-2018-0178-03-01,,2020-11-01,local-authority-eng:AMB,2020-02-07,6,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0178-03-01
1E+2,secured,dac-2018-0178-04,dat-2018-0178-04-01,,2020-11-01,local-authority-eng:AMB,2020-02-07,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0178-04-01
76488,secured,dac-2018-0338-01,dat-2018-0338-01-01,,2020-11-01,local-authority-eng:AMB,2019-04-10,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0338-01-01
1295011.2,secured,dac-2018-0338-02,dat-2018-0338-02-01,,2020-11-01,local-authority-eng:AMB,2019-04-10,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0338-02-01
1.3E+4,secured,dac-2018-0338-03,dat-2018-0338-03-01,,2020-11-01,local-authority-eng:AMB,2019-04-10,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0338-03-01
,secured,dac-2018-0338-04,dat-2018-0338-04-01,,2020-11-01,local-authority-eng:AMB,2019-04-10,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0338-04-01
,secured,dac-2018-0338-05,dat-2018-0338-05-01,,2020-11-01,local-authority-eng:AMB,2019-04-10,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0338-05-01
5E+3,secured,dac-2018-0338-06,dat-2018-0338-06-01,,2020-11-01,local-authority-eng:AMB,2019-04-10,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0338-06-01
1E+2,secured,dac-2018-0338-07,dat-2018-0338-07-01,,2020-11-01,local-authority-eng:AMB,2019-04-10,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0338-07-01
35516,secured,dac-2018-0661-01,dat-2018-0661-01-01,,2020-11-01,local-authority-eng:AMB,2019-03-29,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0661-01-01
99628.51,secured,dac-2018-0661-02,dat-2018-0661-02-01,,2020-11-01,local-authority-eng:AMB,2019-03-29,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0661-02-01
,secured,dac-2018-0661-03,dat-2018-0661-03-01,,2020-11-01,local-authority-eng:AMB,2019-03-29,7,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0661-03-01
18236.4,secured,dac-2018-0978-01,dat-2018-0978-01-01,,2020-11-01,local-authority-eng:AMB,2020-02-07,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0978-01-01
80938.3,secured,dac-2018-0978-02,dat-2018-0978-02-01,,2020-11-01,local-authority-eng:AMB,2020-02-07,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0978-02-01
,secured,dac-2018-0978-03,dat-2018-0978-03-01,,2020-11-01,local-authority-eng:AMB,2020-02-07,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0978-03-01
,secured,dac-2018-0978-04,dat-2018-0978-04-01,,2020-11-01,local-authority-eng:AMB,2020-02-07,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0978-04-01
5E+2,secured,dac-2018-0978-05,dat-2018-0978-05-01,,2020-11-01,local-authority-eng:AMB,2020-02-07,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-0978-05-01
39521.46,secured,dac-2018-1006-01,dat-2018-1006-01-01,,2020-11-01,local-authority-eng:AMB,2020-01-31,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-1006-01-01
288178.77,secured,dac-2018-1006-02,dat-2018-1006-02-01,,2020-11-01,local-authority-eng:AMB,2020-01-31,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-1006-02-01
,secured,dac-2018-1006-03,dat-2018-1006-03-01,,2020-11-01,local-authority-eng:AMB,2020-01-31,10,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-1006-03-01
3E+2,secured,dac-2018-1006-04,dat-2018-1006-04-01,,2020-11-01,local-authority-eng:AMB,2020-01-31,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2018-1006-04-01
33740.2,secured,dac-2019-0120-01,dat-2019-0120-01-01,,2020-11-01,local-authority-eng:AMB,2020-01-23,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2019-0120-01-01
19242,secured,dac-2019-0120-02,dat-2019-0120-02-01,,2020-11-01,local-authority-eng:AMB,2020-01-23,5,/developer-agreement-transaction/local-authority-eng/AMB/dat-2019-0120-02-01
3E+2,secured,dac-2019-0120-03,dat-2019-0120-03-01,,2020-11-01,local-authority-eng:AMB,2020-01-23,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2019-0120-03-01
26637,secured,dac-2019-0424-01,dat-2019-0424-01-01,,2020-11-01,local-authority-eng:AMB,2020-03-24,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2019-0424-01-01
78139.81,secured,dac-2019-0424-02,dat-2019-0424-02-01,,2020-11-01,local-authority-eng:AMB,2020-03-24,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2019-0424-02-01
5782.08,secured,dac-2019-0424-03,dat-2019-0424-03-01,,2020-11-01,local-authority-eng:AMB,2020-03-24,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2019-0424-03-01
,secured,dac-2019-0424-04,dat-2019-0424-04-01,,2020-11-01,local-authority-eng:AMB,2020-03-24,5,/developer-agreement-transaction/local-authority-eng/AMB/dat-2019-0424-04-01
17758,secured,dac-2019-0744-01,dat-2019-0744-01-01,,2020-11-01,local-authority-eng:AMB,2019-12-19,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2019-0744-01-01
,received,dac-2019-0424-05,dat-2019-0424-05-01,,2021-02-15,local-authority-eng:AMB,,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2019-0424-05-01
,secured,dac-2019-0744-02,dat-2019-0744-02-01,,2021-02-15,local-authority-eng:AMB,,,/developer-agreement-transaction/local-authority-eng/AMB/dat-2019-0744-02-01
